timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,algorithm,dataset,language
2024-08-24T14:52:56,codecarbon,83b29c4c-2937-4386-bb5e-9a9097f2c14a,7.374423959001433,1.566963562282994e-06,2.124862322799211e-07,8.6836,0.0018,6.0,2.80099458071397e-06,2.1340934170002584e-09,1.9349368750166225e-06,4.738065549147594e-06,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,random_forest,wine_quality,cpp
2024-08-24T14:53:04,codecarbon,61496d98-0674-4c31-b3bb-d8f6662cee49,7.561398958001519,1.7903295057052214e-06,2.3677225810320242e-07,8.5523,0.0018,6.0,3.1804059619821347e-06,2.2260272499988783e-09,2.23083055500562e-06,5.413462544237753e-06,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,knn,wine_quality,cpp
2024-08-24T14:53:27,codecarbon,75cda639-d44f-420e-a566-6f5336153ab3,21.66082487499807,4.63892966892484e-05,2.14162188914574e-06,11.905399999999998,0.0145999999999999,6.0,8.928403665937819e-05,8.893067059726389e-08,5.089546888833866e-05,0.0001402684362183,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,svc,wine_quality,cpp
2024-08-24T14:53:37,codecarbon,eefcf734-47e3-47e4-b74a-8d8d1d180620,6.495341209010803,2.4803084139073245e-07,3.8185960276674355e-08,9.6031,0.1563999999999999,6.0,3.7321158934563946e-07,1.4404691977807344e-07,2.3271833335456905e-07,7.499768424782819e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,logreg,iris,cpp
2024-08-24T14:53:46,codecarbon,9a519b91-905e-4841-81be-86d5277099c8,6.441781499990611,1.953956030775405e-07,3.033254125086752e-08,9.079100000000002,0.1503,6.0,2.742262309192161e-07,1.3579630922590516e-07,1.807998616520005e-07,5.908224017971217e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,xgboost,iris,cpp
2024-08-24T14:53:53,codecarbon,e8cc5276-898a-4cbf-b5ce-d9ff37d13f7a,6.390214750004816,1.487891407968978e-07,2.3283903063944083e-08,9.1347,0.1848,6.0,1.7147079548985732e-07,1.662487429166698e-07,1.1217777833129125e-07,4.4989731673781835e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,decision_tree,iris,cpp
2024-08-24T14:54:00,codecarbon,d506564e-8967-4ab5-aa83-19f2529b13c8,6.406672249999247,1.3881338861022934e-07,2.1667003273071387e-08,9.062,0.1392,6.0,1.7758100857642906e-07,1.2533030212391166e-07,1.1682208333998765e-07,4.1973339404032834e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,random_forest,iris,cpp
2024-08-24T14:54:11,codecarbon,203678dc-6047-46fc-a141-7b1d43c113cd,6.3576082499930635,1.5256777575405485e-07,2.3997668581454562e-08,8.550600000000001,0.0009,6.0,2.709835583016757e-07,8.089598334991021e-10,1.8953034833733306e-07,4.613228664725079e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,knn,iris,cpp
2024-08-24T14:54:19,codecarbon,a5992692-beb7-45b3-b71b-32c10a1e675e,6.351525250007398,1.5363051170698649e-07,2.4187971496579903e-08,8.829400000000001,0.0,6.0,2.768530918158723e-07,0.0,1.8768319501153505e-07,4.645362868274073e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,svc,iris,cpp
=======
2024-08-25T17:13:45,codecarbon,3260cd19-7d9d-4f57-bdbc-98dc2879ab8e,6.560298166994471,3.03191043334274e-07,4.621604622479798e-08,9.674900000000004,0.0448999999999999,6.0,5.400610933021971e-07,4.223401001693937e-08,3.344709733210039e-07,9.167660766401404e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,logisticRegression,breastCancer,cpp
2024-08-25T17:13:55,codecarbon,c3156952-361e-4c19-9920-910454219387,6.542828250007005,2.648757751809226e-07,4.048337585212312e-08,9.6291,0.0502,6.0,4.649378624026214e-07,4.6680288006849066e-08,2.8929312500016144e-07,8.009112754096318e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,XGBoost,breastCancer,cpp
2024-08-25T17:14:04,codecarbon,a73bd81d-82da-4632-95de-b11f239dd2a4,6.426378791977186,1.610850635050322e-07,2.506622605348658e-08,9.7543,0.0458999999999999,6.0,2.762260823764939e-07,4.133480937070999e-08,1.6951590330184748e-07,4.870767950490513e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,decisionTree,breastCancer,cpp
2024-08-25T17:14:11,codecarbon,451a196d-655a-4f0e-a903-175139b3c872,6.484973209007876,2.396193025054736e-07,3.69499294419032e-08,9.6688,0.0547,6.0,4.161213157211767e-07,5.0636005259897524e-08,2.577853483186724e-07,7.245426692997466e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,randomForest,breastCancer,cpp
2024-08-25T17:14:18,codecarbon,57260462-6fa8-4122-9941-4cb5ccbee74c,6.448874541994883,1.651858143023329e-07,2.561467326223323e-08,9.9805,0.0702,6.0,2.7225001962492877e-07,6.400145294400864e-08,1.6322486165639329e-07,4.994763342253306e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,KNN,breastCancer,cpp
2024-08-25T17:14:29,codecarbon,f506333e-12e8-4f6f-83de-5cf246added1,6.739722625003196,4.929587253729962e-07,7.31422868270877e-08,9.7418,0.0440999999999999,6.0,8.957236695391427e-07,4.3578013216327234e-08,5.512695149809588e-07,1.4905711977364286e-06,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,SVC,breastCancer,cpp
2024-08-25T17:14:39,codecarbon,0cd6a962-6395-4157-a314-fe490cc8cfaa,7.155586874985602,1.2220879452101907e-06,1.7078794046681878e-07,9.8323,0.0503,6.0,2.2607029583574883e-06,5.5437612308937075e-08,1.3791162499789304e-06,3.695256820645356e-06,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,logisticRegression,wine,cpp
2024-08-25T17:14:47,codecarbon,d85e24ed-660a-46ec-982c-d1b3daaf94b7,6.662123374990188,2.944874459969304e-07,4.4203241132165935e-08,9.750800000000002,0.0455999999999999,6.0,5.243263610375839e-07,4.3883826583100024e-08,3.222386116491786e-07,8.904487992698625e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,XGBoost,wine,cpp
2024-08-25T17:14:54,codecarbon,0951923e-6473-4184-afa3-de9f1df61d9d,6.596027209016029,3.8151679184858275e-07,5.7840390853314265e-08,9.7106,0.0477,6.0,6.853667302458813e-07,4.517903789444973e-08,4.230557650347085e-07,1.1536015331750396e-06,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,decisionTree,wine,cpp
2024-08-25T17:15:06,codecarbon,87aa5a13-13c1-4fbd-9785-aa45630bb454,7.571835833019577,1.7638090245805704e-06,2.3294337905331738e-07,9.7395,0.0530999999999999,6.0,3.2604776488368353e-06,6.46615680939867e-08,2.008132708336537e-06,5.333271925267359e-06,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,randomForest,wine,cpp
2024-08-25T17:15:16,codecarbon,f392b1ee-3a25-4754-ac24-dca5d0af4e25,7.80701054201927,2.0310426825752736e-06,2.6015626232905633e-07,9.743799999999998,0.0430999999999999,6.0,3.766736664781905e-06,5.550681639117262e-08,2.319069306686288e-06,6.141312787859365e-06,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,KNN,wine,cpp
2024-08-25T17:15:39,codecarbon,ec91dff6-d7b7-4cd5-9f5b-bf65cdda63eb,22.349435041018296,5.014027230191426e-05,2.2434693409426667e-06,11.5658,0.0421,6.0,9.972584131621732e-05,4.38828189137631e-07,5.144568222002515e-05,0.0001516103517253,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,SVC,wine,cpp
2024-08-25T17:15:50,codecarbon,8bb0ae10-dda4-41f3-becf-1a2155015b85,6.612245416006772,1.795773555219239e-07,2.7158301639441144e-08,9.9678,0.0561,6.0,3.067268573260227e-07,5.2050459149247527e-08,1.8421506834177617e-07,5.429923848170462e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,logisticRegression,iris,cpp
2024-08-25T17:15:58,codecarbon,138b1ca6-d213-4101-a502-2e43d767f7d2,6.653861375001725,1.57824446300083e-07,2.3719226687382273e-08,9.867300000000002,0.0438999999999999,6.0,2.71592748266058e-07,4.087018814949665e-08,1.6475465168089916e-07,4.772175880964538e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,XGBoost,iris,cpp
2024-08-25T17:16:06,codecarbon,e6ba6b75-08cd-4eee-bb30-c3a4e4ac55bf,6.622757417004323,1.1204516068117669e-07,1.6918203948327336e-08,9.9036,0.0486999999999999,6.0,1.833194186626061e-07,4.4809030074425705e-08,1.10665208339924e-07,3.387936570769558e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,decisionTree,iris,cpp
2024-08-25T17:16:14,codecarbon,8d6c7619-f550-43e6-b87f-78aa2f260b8a,6.597654999990482,1.2102936780580425e-07,1.8344300786564144e-08,9.8633,0.0592,6.0,1.9432653109907954e-07,5.3842126611180415e-08,1.1779076332459229e-07,3.659594210348522e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,randomForest,iris,cpp
2024-08-25T17:16:24,codecarbon,d458b2dc-b3e7-46ef-96ed-9d5841156bbe,6.761339457996655,1.3221219569707433e-07,1.9554142565746583e-08,9.9968,0.043,6.0,2.246815511088611e-07,4.066214324824007e-08,1.3442951332156857e-07,3.9977320767866977e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,KNN,iris,cpp
2024-08-25T17:16:33,codecarbon,8eade4ea-4b88-4c3e-9a80-0bd99c46dcf8,6.675821332988562,1.6525651760223545e-07,2.4754484783111344e-08,10.0712,0.0458999999999999,6.0,2.8653345077184753e-07,4.2855975750127976e-08,1.7030069497801986e-07,4.996901214999953e-07,Italy,ITA,lombardy,,,macOS-14.5-arm64-arm-64bit,3.12.5,2.6.0,8,Apple M1 Pro,1,Apple M1 Pro,9.1922,45.4722,16.0,machine,N,1.0,SVC,iris,cpp
>>>>>>> Stashed changes
